id	effectiveTime	active	moduleId	refsetId	referencedComponentId	mapTarget
0314672a-f4e5	20140131	1	900000000000207008	446608001	699820000	C76.3
425999cc-49c2-5e22-9ccd-928963ab1b98	20140131	1	900000000000207008	446608001	699621004	C63.2
530928b4-1718-527a-bba0-3826eb9232b3	20140131	1	900000000000207008	446608001	699960000	C49.1
5c2aefac-5d12-5858-9f7e-f94848ad7287	20140131	1	900000000000207008	446608001	699596009	C48.2
fad3438f-deeb-5c21-b20e-4787f220882a	20140131	1	900000000000207008	446608001	699644001	C76.2
8ba71fba-42c6-58a8-b558-d6de111a707d	20140131	1	900000000000207008	446608001	699601000	C76.2
14a123e1-9903-5b32-8309-85e1a0a0b5b3	20140131	1	900000000000207008	446608001	699610008	C76.4
f4aaf4d6-e40d-5454-983e-5f7fd809497c	20140131	0	900000000000207008	446608001	10144006	C44.9
310e09ab-f0e7-50b1-b1ba-e7ec9fc74446	20140131	0	900000000000207008	446608001	1016002	C41.2
7b353261-bba7-593a-8530-10f0d5f5edd5	20140131	1	900000000000207008	446608001	102291007	C49.5
4ac04063-254f-5112-a860-1bffa111f73b	20140131	1	900000000000207008	446608001	102292000	C49.2
16465b73-d9c5-58fd-ab19-9d5078d0b04e	20140131	0	900000000000207008	446608001	102302009	C41.4
0737f334-442e	20140131	0	900000000000207008	446608001	10232004	C44.9
3cd260ec-3bd1-5fee-9990-832a31b8e8e6	20140131	0	900000000000207008	446608001	10348001	C44.9
4846309a-cb2a-536c-a77f-436bd25c8be2	20140131	0	900000000000207008	446608001	10540009	C49.1
f6966642-0d3e-54ea-8a0f-741114e6d07f	20140131	0	900000000000207008	446608001	105587007	C44.2
5b791703-550b-57f3-972f-7ba365274a65	20140131	0	900000000000207008	446608001	105588002	C41.4
a57a2fe8-5afb-5406-a5fc-9775d13ce2c4	20140131	0	900000000000207008	446608001	10576005	C34.9
b0ed61c7-a7f6-52c8-8fbf-14cb8b3f7023	20140131	0	900000000000207008	446608001	10757005	C41.3
2c0b4e64-73d8-5c96-bf77-f94dc7f3d818	20140131	0	900000000000207008	446608001	10860007	C76.0
f54cc46c-f0c2-5a07-9afb-80838cebb64c	20140131	0	900000000000207008	446608001	110606000	C26.9
8709c9c8-69a2-52e3-9391-76a9b131ff23	20140131	0	900000000000207008	446608001	11165005	C44.9
8f1a793f-cf49-5c74-acb0-a82057af6cc6	20140131	0	900000000000207008	446608001	11174007	C41.3
6dd30569-9a72-5f1b-a140-b22b1f5839dc	20140131	0	900000000000207008	446608001	113175000	C44.9
260b6418-f202-5269-9610-c4e3c228e8d5	20140131	0	900000000000207008	446608001	113176004	C44.9
a2e1d6d3-d759-5cde-9d72-8ea1234222ee	20140131	0	900000000000207008	446608001	113191002	C50.9
4c91e29b-6ebd-5a11-b6de-05349f4f7617	20140131	0	900000000000207008	446608001	113202005	C41.3
b12dead5-88e9-54e8-91be-1b81251cdafa	20140131	0	900000000000207008	446608001	113203000	C41.3
3b102d1a-df52-515e-bc92-8bcbeca4b1c8	20140131	0	900000000000207008	446608001	113212003	C41.2
d3029588-4677-5c4f-83a7-92df17de251d	20140131	0	900000000000207008	446608001	113213008	C41.2
4ce5d8e6-e1ba-5ad5-9bc9-5bd643c2f2aa	20140131	0	900000000000207008	446608001	113214002	C41.2
302786d1-a5ea-501b-b089-10456abbd091	20140131	0	900000000000207008	446608001	113230005	C49.9
